,x1,x2,x3
1,1517476520.0,104.114129,37.550339
1,1517452618.0,121.973871,24.086957
1,1517303823.0,121.973871,24.086957
1,1517365489.0,121.973871,24.086957
1,1517371242.0,104.114129,37.550339
1,1517360532.0,104.114129,37.550339
1,1517365858.0,104.114129,37.550339
1,1517367922.0,121.973871,24.086957
1,1517367033.0,118.10388600000002,24.489231
1,1517368993.0,118.10388600000002,24.489231
1,1517369177.0,121.973871,24.086957
1,1517363718.0,104.114129,37.550339
1,1517377316.0,113.39481799999999,23.408004000000002
1,1517368288.0,118.10388600000002,24.489231
1,1517368663.0,121.973871,24.086957
1,1517366295.0,121.973871,24.086957
1,1517368682.0,116.395645,39.929986
1,1517354135.0,104.114129,37.550339
1,1517379920.0,104.114129,37.550339
1,1517383251.0,102.680325,29.350308000000002
1,1517380804.0,121.973871,24.086957
1,1517361629.0,118.10388600000002,24.489231
1,1517379362.0,121.973871,24.086957
1,1517372610.0,104.114129,37.550339
1,1517301917.0,118.10388600000002,24.489231
1,1517372577.0,104.114129,37.550339
1,1517372457.0,121.973871,24.086957
1,1517298149.0,104.114129,37.550339
1,1517283512.0,104.114129,37.550339
1,1517300309.0,116.600798,35.402122
1,1517277140.0,104.114129,37.550339
1,1517276004.0,101.592952,24.864213
1,1517301255.0,121.973871,24.086957
1,1517295740.0,104.114129,37.550339
1,1517280579.0,104.114129,37.550339
1,1517275919.0,104.114129,37.550339
1,1517296073.0,118.10388600000002,24.489231
1,1517296620.0,104.114129,37.550339
1,1517281812.0,113.041381,23.078265
1,1517284988.0,102.89916,30.367481
1,1517295886.0,121.973871,24.086957
1,1517282541.0,121.973871,24.086957
1,1517295632.0,104.114129,37.550339
1,1517279498.0,104.114129,37.550339
1,1517286092.0,121.973871,24.086957
1,1517279949.0,104.114129,37.550339
1,1517291864.0,118.10388600000002,24.489231
1,1517298005.0,116.395645,39.929986
1,1517301750.0,104.114129,37.550339
1,1517267151.0,106.734996,26.902826
1,1517214429.0,104.114129,37.550339
1,1517199585.0,104.114129,37.550339
1,1517214208.0,121.487899,31.249162
1,1517216262.0,104.114129,37.550339
1,1517212820.0,104.114129,37.550339
1,1517205827.0,118.10388600000002,24.489231
1,1517273918.0,104.114129,37.550339
1,1517210761.0,121.973871,24.086957
1,1517223819.0,107.23577399999999,27.916092
1,1517211883.0,104.114129,37.550339
1,1517214030.0,117.183902,36.215457
1,1517231849.0,104.114129,37.550339
1,1517267617.0,104.114129,37.550339
1,1517211866.0,104.114129,37.550339
1,1517214956.0,118.10388600000002,24.489231
1,1517213177.0,104.114129,37.550339
1,1517218584.0,104.114129,37.550339
1,1517213157.0,121.973871,24.086957
1,1517302960.0,116.18253899999999,30.5011
1,1517214640.0,116.39456200000001,39.990183
1,1517190171.0,116.48363,40.001376
1,1517191315.0,104.114129,37.550339
1,1517035235.0,116.43809499999999,39.92816
1,1517207891.0,121.973871,24.086957
1,1517118194.0,118.10388600000002,24.489231
1,1517035233.0,104.114129,37.550339
1,1517123275.0,118.10388600000002,24.489231
1,1517196705.0,104.114129,37.550339
1,1517035116.0,104.114129,37.550339
1,1517035252.0,104.114129,37.550339
1,1517123324.0,121.973871,24.086957
1,1517117027.0,113.557281,34.779474
1,1517209182.0,104.114129,37.550339
1,1517188045.0,104.114129,37.550339
1,1517196593.0,116.39456200000001,39.990183
1,1517035196.0,121.973871,24.086957
1,1517019629.0,121.973871,24.086957
1,1517103146.0,109.50378899999998,35.860026
1,1517196639.0,104.114129,37.550339
1,1517194305.0,125.31364199999999,43.898338
1,1517105317.0,121.973871,24.086957
1,1517187259.0,104.114129,37.550339
1,1517104716.0,104.114129,37.550339
1,1516930787.0,116.39456200000001,39.990183
1,1516933784.0,104.114129,37.550339
1,1517035269.0,104.114129,37.550339
1,1516938751.0,104.114129,37.550339
1,1516938743.0,104.114129,37.550339
1,1516927857.0,104.114129,37.550339
1,1516931009.0,104.114129,37.550339
1,1516938791.0,104.114129,37.550339
1,1516939271.0,104.114129,37.550339
1,1516938780.0,104.114129,37.550339
1,1516953312.0,116.52433700000002,39.825196999999996
1,1517019380.0,104.114129,37.550339
1,1516938697.0,104.114129,37.550339
1,1516952988.0,104.114129,37.550339
1,1516923246.0,117.98494299999999,26.050117999999998
1,1516930196.0,104.114129,37.550339
1,1516927628.0,104.114129,37.550339
1,1516866214.0,112.660302,4.974366000000001
1,1516871289.0,104.114129,37.550339
1,1516922695.0,104.114129,37.550339
1,1516874381.0,104.114129,37.550339
1,1516853375.0,116.395645,39.929986
1,1516927959.0,104.114129,37.550339
1,1516868329.0,104.114129,37.550339
1,1516874190.0,104.114129,37.550339
1,1516874219.0,121.973871,24.086957
1,1516922805.0,104.114129,37.550339
1,1516859462.0,104.114129,37.550339
1,1516874679.0,116.470869,39.940088
1,1516869021.0,121.973871,24.086957
1,1516870834.0,100.064876,36.538342
1,1516862253.0,104.114129,37.550339
1,1516870134.0,116.395645,39.929986
1,1516863759.0,104.114129,37.550339
1,1516837536.0,118.379772,24.453685
1,1516846559.0,104.114129,37.550339
1,1516837125.0,104.114129,37.550339
1,1516845779.0,118.379772,24.453685
1,1516865807.0,104.114129,37.550339
1,1516781472.0,113.041381,23.078265
1,1516841560.0,108.297234,22.806493
1,1516787621.0,111.67308700000001,16.497085000000002
1,1516846637.0,121.973871,24.086957
1,1516850195.0,104.114129,37.550339
1,1516843460.0,121.973871,24.086957
1,1516852599.0,104.114129,37.550339
1,1516852535.0,104.114129,37.550339
1,1516836135.0,104.114129,37.550339
1,1516843990.0,116.52433700000002,39.825196999999996
1,1516851029.0,104.114129,37.550339
1,1516785176.0,118.379772,24.453685
1,1516785960.0,121.973871,24.086957
1,1516788022.0,104.114129,37.550339
1,1516847986.0,104.114129,37.550339
1,1516779836.0,104.114129,37.550339
1,1516849216.0,117.98494299999999,26.050117999999998
1,1516765418.0,114.3162,30.581084000000004
1,1516749892.0,104.114129,37.550339
1,1516776924.0,121.487899,31.249162
1,1516699142.0,104.114129,37.550339
1,1516775484.0,104.114129,37.550339
1,1516697458.0,121.973871,24.086957
1,1516776675.0,104.326323,33.634809999999995
1,1516700568.0,104.114129,37.550339
1,1516755278.0,121.487899,31.249162
1,1516756077.0,113.041381,23.078265
1,1516776172.0,104.114129,37.550339
1,1516700206.0,121.973871,24.086957
1,1516775237.0,104.114129,37.550339
1,1516754782.0,126.695085,44.100874
1,1516750898.0,121.973871,24.086957
1,1516765430.0,104.114129,37.550339
1,1516697391.0,116.395645,39.929986
1,1516750137.0,126.695085,44.100874
1,1516776474.0,104.114129,37.550339
1,1516758952.0,104.114129,37.550339
1,1516775915.0,118.79231000000001,34.556383000000004
1,1516765473.0,104.114129,37.550339
1,1516691481.0,104.114129,37.550339
1,1516681384.0,104.114129,37.550339
1,1516669147.0,121.973871,24.086957
1,1516605706.0,121.973871,24.086957
1,1516689621.0,104.067923,30.679942999999998
1,1516609073.0,104.114129,37.550339
1,1516690147.0,104.114129,37.550339
1,1516609251.0,104.114129,37.550339
1,1516607027.0,121.973871,24.086957
1,1516680665.0,121.973871,24.086957
1,1516677666.0,104.114129,37.550339
1,1516689020.0,104.114129,37.550339
1,1516611872.0,116.39456200000001,39.990183
1,1516610952.0,104.114129,37.550339
1,1516663784.0,116.395645,39.929986
1,1516689688.0,104.067923,30.679942999999998
1,1516599788.0,126.695085,44.100874
1,1516595756.0,121.973871,24.086957
1,1516676167.0,104.114129,37.550339
1,1516671518.0,121.973871,24.086957
1,1516697704.0,121.973871,24.086957
1,1516594148.0,116.395645,39.929986
1,1516584081.0,104.114129,37.550339
1,1516602432.0,104.114129,37.550339
1,1516595229.0,121.973871,24.086957
1,1516602643.0,104.114129,37.550339
1,1516592083.0,104.114129,37.550339
1,1516526735.0,126.695085,44.100874
1,1516592041.0,125.31364199999999,43.898338
1,1516596509.0,102.457625,38.103266999999995
1,1516589992.0,121.973871,24.086957
1,1516605203.0,104.114129,37.550339
1,1516579953.0,104.114129,37.550339
1,1516582644.0,113.041381,23.078265
1,1516422943.0,101.767921,36.640739
1,1516352445.0,118.10388600000002,24.489231
1,1516358485.0,104.114129,37.550339
1,1516515203.0,118.10388600000002,24.489231
1,1516413465.0,104.114129,37.550339
1,1516354921.0,104.114129,37.550339
1,1516500311.0,104.114129,37.550339
1,1516360688.0,112.12774399999999,34.837607
1,1516357630.0,121.973871,24.086957
1,1516356829.0,118.10388600000002,24.489231
1,1516427983.0,104.114129,37.550339
1,1516357213.0,121.973871,24.086957
1,1516496131.0,121.973871,24.086957
1,1516495707.0,101.767921,36.640739
1,1516502017.0,113.041381,23.078265
1,1516495019.0,113.041381,23.078265
1,1516342492.0,121.973871,24.086957
1,1516344192.0,104.114129,37.550339
1,1516327006.0,104.114129,37.550339
1,1516318871.0,104.114129,37.550339
1,1516333050.0,104.114129,37.550339
1,1516347160.0,126.564544,43.871988
1,1516346114.0,108.13559099999999,22.663807000000002
1,1516342882.0,126.564544,43.871988
1,1516319261.0,121.973871,24.086957
1,1516343583.0,104.114129,37.550339
1,1516333224.0,104.114129,37.550339
1,1516323156.0,104.114129,37.550339
1,1516341736.0,104.114129,37.550339
1,1516332149.0,104.114129,37.550339
1,1516324402.0,121.973871,24.086957
1,1516330478.0,118.10388600000002,24.489231
1,1516329727.0,118.10388600000002,24.489231
0,1516255520.0,104.114129,37.550339
1,1516317905.0,121.973871,24.086957
0,1516256978.0,104.114129,37.550339
0,1516259056.0,116.395645,39.929986
0,1516255040.0,121.973871,24.086957
0,1516262415.0,113.041381,23.078265
0,1516270534.0,104.114129,37.550339
0,1516271250.0,118.10388600000002,24.489231
0,1516263031.0,104.114129,37.550339
0,1516263466.0,121.973871,24.086957
0,1516255144.0,104.114129,37.550339
0,1516241852.0,116.48363,40.001376
0,1516260114.0,104.114129,37.550339
0,1516260525.0,104.114129,37.550339
0,1516254906.0,104.114129,37.550339
0,1516272291.0,104.114129,37.550339
0,1516268634.0,121.973871,24.086957
0,1516257922.0,104.114129,37.550339
0,1516254716.0,104.114129,37.550339
0,1516264989.0,108.13559099999999,22.663807000000002
0,1516181240.0,104.114129,37.550339
0,1516244038.0,113.041381,23.078265
0,1516164902.0,121.973871,24.086957
0,1516239506.0,116.40019299999999,39.911632
0,1516178974.0,116.395645,39.929986
0,1516242933.0,104.114129,37.550339
0,1516242943.0,104.114129,37.550339
0,1516238796.0,104.114129,37.550339
0,1516174965.0,104.114129,37.550339
0,1516160603.0,126.564544,43.871988
0,1516255132.0,119.919606,32.476053
0,1516242766.0,113.041381,23.078265
0,1516185867.0,121.973871,24.086957
0,1516177422.0,104.114129,37.550339
0,1516175589.0,121.973871,24.086957
0,1516160536.0,104.114129,37.550339
0,1516163681.0,104.114129,37.550339
0,1516233435.0,104.114129,37.550339
0,1516160735.0,113.38564299999999,23.166129
0,1516163692.0,104.114129,37.550339
0,1516088242.0,104.114129,37.550339
0,1516163706.0,109.122628,21.472718
0,1516087842.0,106.831999,39.683177
0,1516075895.0,101.592952,24.864213
0,1516090799.0,104.114129,37.550339
0,1516076276.0,110.151676,22.643974
0,1516154304.0,104.114129,37.550339
0,1516081658.0,104.114129,37.550339
0,1516077618.0,116.39456200000001,39.990183
0,1516158720.0,104.114129,37.550339
0,1516094984.0,116.40564099999999,39.835826000000004
0,1516089623.0,121.973871,24.086957
0,1516101940.0,104.114129,37.550339
0,1516156679.0,113.557281,34.779474
0,1516157068.0,121.973871,24.086957
0,1516085046.0,108.13559099999999,22.663807000000002
0,1516095840.0,115.593484,40.027259
0,1516075764.0,104.114129,37.550339
0,1516004953.0,104.114129,37.550339
0,1516072447.0,121.973871,24.086957
0,1516065807.0,104.114129,37.550339
0,1516087875.0,104.114129,37.550339
0,1516069759.0,121.487899,31.249162
0,1516075022.0,115.593484,40.027259
0,1515997796.0,104.114129,37.550339
0,1515994998.0,117.21081299999999,39.14393
0,1516069220.0,121.973871,24.086957
0,1516066211.0,104.114129,37.550339
0,1516074990.0,104.114129,37.550339
0,1516008519.0,104.114129,37.550339
0,1516075015.0,112.979353,28.213478000000002
0,1516070295.0,116.500961,39.991887
0,1516057811.0,104.114129,37.550339
0,1515995740.0,104.114129,37.550339
0,1516002944.0,121.973871,24.086957
0,1516007516.0,121.973871,24.086957
0,1516075029.0,104.114129,37.550339
0,1516064617.0,113.557519,22.204117999999998
0,1516014080.0,120.384428,36.105215
0,1516058285.0,104.114129,37.550339
0,1516075001.0,104.114129,37.550339
0,1515984961.0,121.973871,24.086957
0,1515974997.0,104.114129,37.550339
0,1515976618.0,104.114129,37.550339
0,1515977595.0,104.114129,37.550339
0,1515908089.0,104.114129,37.550339
0,1515982351.0,104.114129,37.550339
0,1515973655.0,116.395645,39.929986
0,1515982932.0,121.973871,24.086957
0,1515988350.0,104.114129,37.550339
0,1515906005.0,121.973871,24.086957
0,1515990031.0,116.395645,39.929986
0,1516087728.0,104.114129,37.550339
0,1515987898.0,104.114129,37.550339
0,1515979667.0,121.973871,24.086957
0,1515986588.0,104.114129,37.550339
0,1515988186.0,121.973871,24.086957
0,1515980087.0,120.44283100000001,36.863637
0,1515982158.0,104.114129,37.550339
0,1515978930.0,104.114129,37.550339
0,1515986336.0,104.114129,37.550339
0,1515986450.0,104.114129,37.550339
0,1515985767.0,89.137982,31.367315
0,1515987163.0,121.487899,31.249162
0,1516087656.0,104.114129,37.550339
0,1515835775.0,113.557519,22.204117999999998
0,1515769885.0,104.114129,37.550339
0,1515752803.0,119.50718,35.420225
0,1515825907.0,104.114129,37.550339
0,1515806545.0,104.114129,37.550339
0,1515807299.0,121.973871,24.086957
0,1515913805.0,100.064876,36.538342
0,1515806170.0,104.067923,30.679942999999998
0,1515824596.0,121.973871,24.086957
0,1515807105.0,104.114129,37.550339
0,1515806531.0,121.973871,24.086957
0,1515755767.0,104.114129,37.550339
0,1515807984.0,104.114129,37.550339
0,1515815155.0,104.114129,37.550339
0,1515898983.0,89.137982,31.367315
0,1515840330.0,104.114129,37.550339
0,1515899205.0,89.137982,31.367315
0,1515827186.0,89.137982,31.367315
0,1515810652.0,104.114129,37.550339
0,1515739643.0,121.973871,24.086957
0,1515736014.0,104.114129,37.550339
0,1515726317.0,104.114129,37.550339
0,1515743236.0,121.973871,24.086957
0,1515738951.0,104.114129,37.550339
0,1515741780.0,116.395645,39.929986
0,1515725648.0,104.114129,37.550339
0,1515720341.0,104.114129,37.550339
0,1515725916.0,104.114129,37.550339
0,1515720777.0,121.973871,24.086957
0,1515728544.0,104.114129,37.550339
0,1515740277.0,121.973871,24.086957
0,1515722200.0,119.903154,31.939946000000003
0,1515744597.0,104.114129,37.550339
0,1515728925.0,121.973871,24.086957
0,1515720937.0,121.973871,24.086957
0,1515728207.0,104.114129,37.550339
0,1515746207.0,121.973871,24.086957
0,1515739953.0,121.973871,24.086957
0,1515721867.0,104.114129,37.550339
0,1515744360.0,104.114129,37.550339
0,1515724841.0,113.041381,23.078265
0,1515731104.0,121.487899,31.249162
0,1515722801.0,113.041381,23.078265
0,1515645219.0,121.973871,24.086957
0,1515717465.0,104.114129,37.550339
0,1515672980.0,104.114129,37.550339
0,1515672590.0,116.395645,39.929986
0,1515712669.0,116.39456200000001,39.990183
0,1515714828.0,121.973871,24.086957
0,1515658002.0,121.973871,24.086957
0,1515649076.0,104.114129,37.550339
0,1515661995.0,104.114129,37.550339
0,1515675977.0,104.114129,37.550339
0,1515666089.0,118.10388600000002,24.489231
0,1515718972.0,104.114129,37.550339
0,1515657633.0,121.487899,31.249162
0,1516087764.0,113.041381,23.078265
0,1515718394.0,116.395645,39.929986
0,1515641534.0,104.114129,37.550339
0,1515667547.0,104.114129,37.550339
0,1515713086.0,104.114129,37.550339
0,1515640741.0,89.137982,31.367315
0,1515714523.0,104.114129,37.550339
0,1515727299.0,104.114129,37.550339
0,1515676407.0,104.114129,37.550339
0,1515717916.0,116.36750900000001,39.790040000000005
0,1515714477.0,104.114129,37.550339
0,1515651138.0,121.973871,24.086957
0,1515553955.0,104.114129,37.550339
0,1515581802.0,116.39389299999999,39.850362
0,1515628820.0,121.487899,31.249162
0,1515554911.0,121.973871,24.086957
0,1515639194.0,121.973871,24.086957
0,1515636202.0,104.114129,37.550339
0,1515553392.0,106.530635,29.544605999999998
0,1515581979.0,121.973871,24.086957
0,1515635428.0,104.114129,37.550339
0,1515634274.0,104.114129,37.550339
0,1515576941.0,117.98494299999999,26.050117999999998
0,1515630419.0,121.973871,24.086957
0,1515639683.0,121.973871,24.086957
0,1515630644.0,121.973871,24.086957
0,1515580795.0,116.395645,39.929986
0,1515626855.0,116.86271399999998,38.302139000000004
0,1515635192.0,104.114129,37.550339
